id,room_id,user_id,message,timestamp
83,669,875,"That's the difference between you and me, Morty. I never go back to the carpet store.",1633018686056
84,510,524,I'm the devil. What should I do when I fail? Give myself an ice cream?,1633018686057
85,430,165,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1633018686057
86,285,16,"Hello Jerry, come to rub my face in urine again?",1633018686058
87,356,938,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1633018686058
88,952,148,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.,1633018686059
89,180,866,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1633018686059
90,667,962,"Oh Summer, haha first race war, huh?",1633018686060
91,985,628,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1633018686060
92,971,76,"It's a figure of speech, Morty! They're bureaucrats! I don't respect them. Just keep shooting, Morty! You have no idea what prison is like here!",1633018686060
93,818,27,"Go home and drink, grandpa.",1633018686061
94,863,783,"Great, now I have to take over an entire planet because of your stupid boobs.",1633018686061
95,380,532,Keep Summer safe.,1633018686062
96,628,791,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain.",1633018686063
97,126,933,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1633018686063
98,65,15,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1633018686064
99,546,638,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.,1633018686064
100,939,975,That just sounds like slavery with extra steps.,1633018686065
101,541,552,"You're like Hitler, except...Hitler cared about Germany, or something.",1633018686065
102,972,859,I like what you got.,1633018686066
103,252,197,"Great, now I have to take over an entire planet because of your stupid boobs.",1633018686066
104,731,405,"This isn't Game of Thrones, Morty.",1633018686066
105,72,381,"You're our boy dog, don't even trip.",1633018686067
106,835,34,"Oh Summer, haha first race war, huh?",1633018686067
107,451,503,"You're our boy dog, don't even trip.",1633018686068
108,378,683,"Great, now I have to take over an entire planet because of your stupid boobs.",1633018686068
109,137,394,"Ohh yea, you gotta get schwifty.",1633018686069
110,989,215,"Oh yeah, If you think my Rick is Dead, then he is alive. If you think you're safe, then he's coming for you.",1633018686069
111,649,299,"What about the reality where Hitler cured cancer, Morty? The answer is: Don't think about it.",1633018686070
112,231,223,"Hello Jerry, come to rub my face in urine again?",1633018686071
113,423,530,HI! I'M MR MEESEEKS! LOOK AT ME!,1633018686071
114,189,856,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1633018686071
115,101,241,Yo! What up my glip glops!,1633018686072
116,117,706,This sounds like something The One True Morty might say.,1633018686072
117,713,79,"Aw, c'mon Rick. That doesn't seem so bad.",1633018686073
118,23,955,"Go home and drink, grandpa.",1633018686073
119,461,631,Yo! What up my glip glops!,1633018686074
120,778,726,I'm more than just a hammer.,1633018686074
121,209,739,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1633018686074
122,922,837,Weddings are basically funerals with cake.,1633018686075
123,656,498,Weddings are basically funerals with cake.,1633018686075
124,101,92,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1633018686076
125,121,415,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1633018686077
126,245,924,"Let me out, what you see is not the same person as me. My life's a lie. I'm not who you're looking. Let me out. Set me free. I'm really old. This isn't me. My real body is slowly dieing in a vat. Is anybody listening? Can anyone understand? Stop looking at me like that and actually help me. Help me. Help me I'm gunna die.",1633018686077
127,866,690,"Oh yeah, If you think my Rick is Dead, then he is alive. If you think you're safe, then he's coming for you.",1633018686078
128,320,912,"Little tip, Morty. Never clean DNA vials with your spit.",1633018686078
129,575,24,I like what you got.,1633018686079
130,688,159,"Great, now I have to take over an entire planet because of your stupid boobs.",1633018686079
131,154,634,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1633018686080
132,740,853,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1633018686080
133,596,597,That just sounds like slavery with extra steps.,1633018686081
134,591,96,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1633018686081
135,83,310,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1633018686081
136,213,11,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1633018686082
137,726,964,Pluto's a planet.,1633018686082
138,651,768,"Aww, gee, you got me there Rick.",1633018686083
139,685,993,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together.",1633018686083
140,765,686,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.,1633018686084
141,58,292,I don't get it and I don't need to.,1633018686085
142,629,643,"Aww, gee, you got me there Rick.",1633018686085
143,739,979,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1633018686086
144,889,916,"Ohh yea, you gotta get schwifty.",1633018686086
145,53,241,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white.",1633018686086
146,974,481,"It's a figure of speech, Morty! They're bureaucrats! I don't respect them. Just keep shooting, Morty! You have no idea what prison is like here!",1633018686087
147,39,506,Having a family doesn't mean that you stop being an individual.,1633018686087
148,270,554,Yo! What up my glip glops!,1633018686088
149,777,272,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1633018686088
150,153,916,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together.",1633018686089
151,203,591,Yo! What up my glip glops!,1633018686089
152,998,338,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1633018686089
153,273,610,"Ohh yea, you gotta get schwifty.",1633018686090
154,910,780,"Little tip, Morty. Never clean DNA vials with your spit.",1633018686091
155,78,488,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1633018686091
156,165,170,Pluto's a planet.,1633018686092
157,960,114,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together.",1633018686093
158,372,72,Weddings are basically funerals with cake.,1633018686093
159,579,309,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1633018686094
160,750,463,"Oh yeah, If you think my Rick is Dead, then he is alive. If you think you're safe, then he's coming for you.",1633018686094
161,377,676,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.,1633018686095
162,480,544,"Ohh yea, you gotta get schwifty.",1633018686095
163,845,98,"I want that Mulan McNugget sauce, Morty!",1633018686096
164,777,279,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1633018686096
165,762,428,"Where are my testicles, Summer?",1633018686096
166,463,540,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1633018686097
167,439,863,"Where are my testicles, Summer?",1633018686097
168,141,821,I'm the devil. What should I do when I fail? Give myself an ice cream?,1633018686098
169,462,934,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.,1633018686099
170,169,759,This sounds like something The One True Morty might say.,1633018686099
171,228,801,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1633018686100
172,798,685,"Go home and drink, grandpa.",1633018686101
173,44,73,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1633018686101
174,975,34,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.,1633018686102
175,309,641,"That's the difference between you and me, Morty. I never go back to the carpet store.",1633018686102
176,581,763,"Ohh yea, you gotta get schwifty.",1633018686103
177,670,156,I don't get it and I don't need to.,1633018686103
178,189,13,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1633018686104
179,440,304,"Where are my testicles, Summer?",1633018686104
180,737,342,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1633018686105
181,829,910,"Aw, c'mon Rick. That doesn't seem so bad.",1633018686105
182,527,884,Weddings are basically funerals with cake.,1633018686106
183,130,443,"Little tip, Morty. Never clean DNA vials with your spit.",1633018686107
184,527,271,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1633018686107
185,711,666,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1633018686108
186,760,974,Weddings are basically funerals with cake.,1633018686108
187,781,175,"Little tip, Morty. Never clean DNA vials with your spit.",1633018686109
188,540,327,"Little tip, Morty. Never clean DNA vials with your spit.",1633018686109
189,871,760,"Aw, c'mon Rick. That doesn't seem so bad.",1633018686110
190,794,212,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1633018686110
191,186,201,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1633018686111
192,610,344,HI! I'M MR MEESEEKS! LOOK AT ME!,1633018686111
193,163,496,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1633018686111
194,532,843,I like what you got.,1633018686112
195,685,490,"Great, now I have to take over an entire planet because of your stupid boobs.",1633018686113
196,451,204,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1633018686113
197,565,863,I'm the devil. What should I do when I fail? Give myself an ice cream?,1633018686114
198,260,74,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white.",1633018686115
199,879,889,HI! I'M MR MEESEEKS! LOOK AT ME!,1633018686115
200,550,334,"Go home and drink, grandpa.",1633018686115
201,578,149,"Uncertainty is inherently unsustainable. Eventually, everything either is or isn't.",1633018686116
202,107,140,"Aw, c'mon Rick. That doesn't seem so bad.",1633018686116
203,794,111,"It's a figure of speech, Morty! They're bureaucrats! I don't respect them. Just keep shooting, Morty! You have no idea what prison is like here!",1633018686117
204,512,225,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1633018686117
205,134,794,"Ohh yea, you gotta get schwifty.",1633018686118
206,132,163,Pluto's a planet.,1633018686118
207,425,387,"Go home and drink, grandpa.",1633018686119
208,232,942,Keep Summer safe.,1633018686119
209,424,498,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1633018686120
210,363,272,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1633018686121
211,824,681,"This isn't Game of Thrones, Morty.",1633018686121
212,129,361,"I want that Mulan McNugget sauce, Morty!",1633018686122
213,980,573,"It's a figure of speech, Morty! They're bureaucrats! I don't respect them. Just keep shooting, Morty! You have no idea what prison is like here!",1633018686122
214,625,558,Weddings are basically funerals with cake.,1633018686123
215,46,478,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1633018686123
216,154,177,"This isn't Game of Thrones, Morty.",1633018686124
217,859,910,"You're like Hitler, except...Hitler cared about Germany, or something.",1633018686124
218,614,954,This sounds like something The One True Morty might say.,1633018686125
219,425,805,I don't get it and I don't need to.,1633018686125
220,561,634,"What is my purpose. You pass butter. Oh My God. Yeah, Welcome to the club pal.",1633018686126
221,847,557,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1633018686126
222,255,618,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together.",1633018686126
223,855,707,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1633018686127
224,27,61,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1633018686128
225,771,618,WUBBA LUBBA DUB DUBS!!!,1633018686129
226,389,463,This sounds like something The One True Morty might say.,1633018686129
227,513,763,I'm more than just a hammer.,1633018686130
228,285,246,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.,1633018686130
229,736,299,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1633018686131
230,619,419,Yo! What up my glip glops!,1633018686131
231,812,549,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1633018686132
232,500,789,Having a family doesn't mean that you stop being an individual.,1633018686132
233,812,462,Having a family doesn't mean that you stop being an individual.,1633018686133
234,940,979,"Aw, c'mon Rick. That doesn't seem so bad.",1633018686133
235,424,165,I don't get it and I don't need to.,1633018686133
236,618,224,"What is my purpose. You pass butter. Oh My God. Yeah, Welcome to the club pal.",1633018686134
237,332,921,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1633018686135
238,553,629,I'm more than just a hammer.,1633018686136
239,336,782,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1633018686136
240,380,539,"Go home and drink, grandpa.",1633018686137
241,589,411,Can somebody just let me out of here? If I die in a cage I lose a bet.,1633018686137
242,431,812,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1633018686137
243,616,261,"Little tip, Morty. Never clean DNA vials with your spit.",1633018686138
244,581,772,Don’t even trip dawg.,1633018686138
245,814,894,I like what you got.,1633018686139
246,981,856,Pluto's a planet.,1633018686139
247,277,88,I like what you got.,1633018686140
248,468,518,"Hello Jerry, come to rub my face in urine again?",1633018686140
249,701,965,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together.",1633018686141
250,669,147,I'm more than just a hammer.,1633018686141
251,399,561,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1633018686142
252,830,658,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1633018686143
253,710,837,"Ohh yea, you gotta get schwifty.",1633018686143
254,329,163,"You're like Hitler, except...Hitler cared about Germany, or something.",1633018686144
255,880,610,"Aww, gee, you got me there Rick.",1633018686144
256,478,728,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1633018686145
257,419,530,"Uncertainty is inherently unsustainable. Eventually, everything either is or isn't.",1633018686145
258,541,217,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1633018686146
259,604,601,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.,1633018686146
260,482,651,"What is my purpose. You pass butter. Oh My God. Yeah, Welcome to the club pal.",1633018686147
261,131,561,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1633018686147
262,631,138,Keep Summer safe.,1633018686148
263,632,237,"Let me out, what you see is not the same person as me. My life's a lie. I'm not who you're looking. Let me out. Set me free. I'm really old. This isn't me. My real body is slowly dieing in a vat. Is anybody listening? Can anyone understand? Stop looking at me like that and actually help me. Help me. Help me I'm gunna die.",1633018686148
264,213,263,"Aw, c'mon Rick. That doesn't seem so bad.",1633018686149
265,310,430,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1633018686149
266,786,604,I don't get it and I don't need to.,1633018686150
267,788,303,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1633018686151
268,692,340,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1633018686151
269,969,785,"Aww, gee, you got me there Rick.",1633018686152
270,667,963,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1633018686152
271,997,256,This sounds like something The One True Morty might say.,1633018686153
272,134,753,"It's a figure of speech, Morty! They're bureaucrats! I don't respect them. Just keep shooting, Morty! You have no idea what prison is like here!",1633018686153
273,898,22,Weddings are basically funerals with cake.,1633018686153
274,808,542,Having a family doesn't mean that you stop being an individual.,1633018686154
275,443,465,"You're like Hitler, except...Hitler cared about Germany, or something.",1633018686154
276,822,373,Yo! What up my glip glops!,1633018686155
277,173,235,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1633018686155
278,544,146,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1633018686156
279,688,605,"This isn't Game of Thrones, Morty.",1633018686157
280,557,174,"Where are my testicles, Summer?",1633018686157
281,61,748,"That's the difference between you and me, Morty. I never go back to the carpet store.",1633018686158
282,239,468,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1633018686158
283,577,759,Having a family doesn't mean that you stop being an individual.,1633018686159
284,975,632,"Aww, gee, you got me there Rick.",1633018686159
285,70,612,Keep Summer safe.,1633018686160
286,730,977,WUBBA LUBBA DUB DUBS!!!,1633018686160
287,900,608,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1633018686161
288,508,484,Can somebody just let me out of here? If I die in a cage I lose a bet.,1633018686161
289,96,810,"Little tip, Morty. Never clean DNA vials with your spit.",1633018686162
290,911,344,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.,1633018686162
291,243,729,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1633018686163
292,594,742,HI! I'M MR MEESEEKS! LOOK AT ME!,1633018686163
293,334,680,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.,1633018686164
294,204,409,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1633018686165
295,187,789,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1633018686165
296,34,107,Weddings are basically funerals with cake.,1633018686166
297,537,554,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1633018686166
298,625,891,"Let me out, what you see is not the same person as me. My life's a lie. I'm not who you're looking. Let me out. Set me free. I'm really old. This isn't me. My real body is slowly dieing in a vat. Is anybody listening? Can anyone understand? Stop looking at me like that and actually help me. Help me. Help me I'm gunna die.",1633018686167
299,566,561,I'm the devil. What should I do when I fail? Give myself an ice cream?,1633018686167
300,84,501,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1633018686167
301,23,836,This sounds like something The One True Morty might say.,1633018686168
302,273,810,"I want that Mulan McNugget sauce, Morty!",1633018686168
303,26,125,"This isn't Game of Thrones, Morty.",1633018686169
304,595,584,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1633018686169
305,381,849,Pluto's a planet.,1633018686170
306,178,950,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1633018686170
307,397,479,This sounds like something The One True Morty might say.,1633018686171
308,524,152,Pluto's a planet.,1633018686172
309,210,804,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain.",1633018686172
310,770,264,I'm more than just a hammer.,1633018686173
311,583,533,"You're like Hitler, except...Hitler cared about Germany, or something.",1633018686173
312,290,805,This sounds like something The One True Morty might say.,1633018686174
313,52,505,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white.",1633018686174
314,120,816,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1633018686175
315,852,893,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1633018686175
316,592,222,Weddings are basically funerals with cake.,1633018686175
317,83,898,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1633018686176
318,30,846,I'm more than just a hammer.,1633018686176
319,41,273,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1633018686177
320,32,566,I like what you got.,1633018686177
321,408,774,Yo! What up my glip glops!,1633018686178
322,548,222,"Uncertainty is inherently unsustainable. Eventually, everything either is or isn't.",1633018686178
323,876,954,"Go home and drink, grandpa.",1633018686179
324,871,85,"Little tip, Morty. Never clean DNA vials with your spit.",1633018686180
325,778,516,"Hello Jerry, come to rub my face in urine again?",1633018686180
326,727,257,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1633018686181
